Product,Created_At,ISO,GMP,GDP,Control Drug,API,WC,TSE,MSDS,CEP,Ele,RS,Genotoxic,Nitrosamine
Product-1,2023-10-27 17:53:01,,,,,,,,True,False,False,False,True,False
